"Cancelled+Refunded (Incl.Tax)","Cancelled+Refunded (Incl.Tax)"
Comment,Comment
"Notify Customer by Email","Notify Customer by Email"
"Visible on Storefront","Visible on Storefront"
Customer,Customer
"Notification Not Applicable","Notification Not Applicable"
Notified,Notified
"Not Notified","Not Notified"
"Please select a customer","Please select a customer"
"Please select a customer.","Please select a customer."
Continue,Continue
Edit,Edit
"Something went wrong. Please, reload the page and try again.","Something went wrong. Please, reload the page and try again."
"Something goes wrong","Something goes wrong"
"Sorry, but you can not delete all items in order. Maybe, better remove this order?","Sorry, but you can not delete all items in order. Maybe, better remove this order?"
"Warning! Requested quantity for some items are not available. Please, recheck or update changes.","Warning! Requested quantity for some items are not available. Please, recheck or update changes."
"All ok.","All ok."
"Edit Order (MageWorx)","Edit Order (MageWorx)"
"Delete Order (MageWorx)","Delete Order (MageWorx)"
"Order Management","Order Management"
"Order Editor","Order Editor"
"Invoices / Shipments / Credit Memos","Invoices / Shipments / Credit Memos"
"Post-edit Order Processor","Post-edit Order Processor"
"Update Invoices/Credit Memos","Update Invoices/Credit Memos"
"Update Shipments","Update Shipments"
"Order Items","Order Items"
"Return Item To Stock","Return Item To Stock"
Logger,Logger
Enabled,Enabled
"Add admin name to comment","Add admin name to comment"
Webhooks,Webhooks
URL,URL
"Use Authorization","Use Authorization"
Login,Login
Password,Password
"MageWorx Payment Method","MageWorx Payment Method"
Enable,Enable
Title,Title
"Delete Old Invoices and Creditmemos and Create New","Delete Old Invoices and Creditmemos and Create New"
"Keep Previous Invoices and Creditmemos and Create New","Keep Previous Invoices and Creditmemos and Create New"
